"customer_id","First name","Last name","gender","language","agree_for_promo","autopay_card","customer_category","status","data_of_birth"
"48","Olivia","Graham","female","English","Yes","No"," physical","active","1984-05-05 00:00:00"
"49","Jack","Robinson","male","French","No","No"," physical","active","1964-09-26 00:00:00"
"50","William","Chen","male","French","Yes","No"," physical","active","1992-06-13 00:00:00"
"51","Noah","Reynolds","male","English","No","No"," physical","active","1970-09-28 00:00:00"
"52","Mason","Cameron","male","English","No","No"," physical","active","1966-10-07 00:00:00"
"53","Logan","Chen","male","French","No","No","business","active","1962-07-05 00:00:00"
"54","Henry","Martin","male","English","No","No"," physical","active","1949-07-29 00:00:00"
"55","Mason","Peters","male","English","Yes","Yes"," physical","active","1948-05-31 00:00:00"
"56","Jack","Richard","male","English","Yes","No"," physical","active","1993-06-17 00:00:00"
"57","Liam","Gagnon","male","English","Yes","Yes"," physical","active","1949-07-23 00:00:00"
"58","Mila","Girard","female","English","No","No"," physical","active","1985-02-18 00:00:00"
"59","Owen","Gill","male","French","Yes","Yes"," physical","active","1973-02-20 00:00:00"
"60","Olivia","Davis","female","French","Yes","No"," physical","active","1950-01-27 00:00:00"
"61","Jackson","Cameron","male","English","Yes","No"," physical","active","1976-11-23 00:00:00"
"62","Abigail","Lapointe","female","English","No","No"," physical","inactive","1992-01-18 00:00:00"
"63","Jack","Fortin","male","English","No","No"," physical","inactive","1944-01-24 00:00:00"
"64","Logan","Ouellet","male","English","No","No"," physical","active","1943-08-03 00:00:00"
"65","Emma","Patel","female","French","Yes","No"," physical","active","1980-06-05 00:00:00"
"66","Luca","Nadeau","male","French","Yes","No"," physical","active","1960-01-05 00:00:00"
"67","Henry","Michaud","male","English","Yes","No"," physical","active","1943-11-20 00:00:00"
"68","Zoey","Martin","female","English","No","No"," physical","active","1942-05-01 00:00:00"
"69","Olivia","Graham","female","English","Yes","No"," physical","active","1943-12-31 00:00:00"
"70","Mateo","Beaulieu","male","English","No","Yes"," physical","active","1981-02-26 00:00:00"
"71","Isabella","Nguyen","female","English","No","No","business","active","1943-10-07 00:00:00"
"72","James","Graham","male","English","No","Yes"," physical","inactive","1947-07-09 00:00:00"
"73","Mia","Davis","female","English","Yes","Yes"," physical","active","1991-11-13 00:00:00"
"74","Henry","Murphy","male","English","Yes","Yes"," physical","active","1943-10-31 00:00:00"
"75","Avery","Pelletier","female","French","No","Yes","business","active","1963-07-26 00:00:00"
"76","Levi","Hall","male","English","No","Yes"," physical","active","1975-08-07 00:00:00"
"77","Elliot","Gagnon","male","English","No","Yes"," physical","active","1975-07-09 00:00:00"
"78","Henry","Gagnon","male","English","Yes","No"," physical","active","1953-08-25 00:00:00"
"79","Miles","Rogen","male","English","Yes","No"," physical","active","1971-06-19 00:00:00"
"80","Mia","Lapointe","female","English","Yes","Yes"," physical","active","1971-04-20 00:00:00"
"81","Logan","Campbell","male","English","No","No"," physical","active","2000-09-08 00:00:00"
"82","Jacob","Peters","male","French","No","Yes","business","inactive","1953-01-03 00:00:00"
"83","Oliver","Robinson","male","English","No","Yes"," physical","active","1986-04-29 00:00:00"
"84","Logan","Robinson","male","English","No","No"," physical","active","1995-11-29 00:00:00"
"85","Noah","Gill","male","French","Yes","No"," physical","active","1966-12-18 00:00:00"
"86","Isla","Cameron","female","French","No","Yes"," physical","active","1993-11-08 00:00:00"
"87","Mateo","Anderson","male","Chinese","Yes","Yes"," physical","active","1975-04-04 00:00:00"
"88","Nathan","Ouellet","male","English","No","Yes"," physical","active","1992-05-20 00:00:00"
"89","Jackson","Levesque","male","English","Yes","Yes"," physical","active","1989-08-16 00:00:00"
"90","Ava","Murray","female","English","No","Yes","business","inactive","1943-11-11 00:00:00"
"91","Ella","Johnston","female","English","Yes","Yes"," physical","active","1940-03-18 00:00:00"
"92","Leo","Nguyen","male","English","Yes","Yes"," physical","active","1976-11-16 00:00:00"
"93","Abigail","Bouchard","female","English","No","No"," physical","active","1988-03-04 00:00:00"
"94","Luca","Cote","male","French","Yes","Yes"," physical","active","1975-09-14 00:00:00"
"95","James","Nadeau","male","English","No","No"," physical","active","1984-06-27 00:00:00"
"96","Abigail","Hall","female","French","No","Yes","business","active","1948-11-25 00:00:00"
"97","Leah","Cote","female","English","Yes","Yes"," physical","active","1944-12-03 00:00:00"
"98","Lucas","Patel","male","French","Yes","Yes"," physical","active","1982-01-10 00:00:00"
"99","Everly","Morin","female","French","No","Yes"," physical","active","1941-09-26 00:00:00"
"100","Liam","Hall","male","English","Yes","No"," physical","inactive","1977-07-24 00:00:00"
"101","Benjamin","Davis","male","English","No","No"," physical","active","1998-02-12 00:00:00"
"102","Mia","Murray","female","English","Yes","No","business","active","1986-05-04 00:00:00"
"103","Chloe","Morrison","female","English","Yes","Yes"," physical","active","1995-09-29 00:00:00"
"104","Avery","Campbell","female","English","Yes","Yes"," physical","active","1979-07-25 00:00:00"
"105","Everly","MacDonald","female","French","Yes","Yes"," physical","active","1966-06-19 00:00:00"
"106","Liam","Landry","male","English","No","Yes"," physical","active","1944-11-21 00:00:00"
"107","Noah","Belanger","male","English","Yes","Yes"," physical","active","1973-01-05 00:00:00"
"108","Chloe","Hall","female","English","No","No"," physical","inactive","1951-08-06 00:00:00"
"109","Logan","MacDonald","male","English","Yes","No"," physical","active","1956-03-13 00:00:00"
"110","Mateo","Lapointe","male","French","Yes","Yes"," physical","active","1967-07-27 00:00:00"
"111","Chloe","Patel","female","English","No","No"," physical","inactive","1985-11-08 00:00:00"
"112","Grayson","King","male","English","Yes","Yes"," physical","active","1940-06-22 00:00:00"
"113","Ethan","Evans","male","English","No","No"," physical","active","1996-11-14 00:00:00"
"114","Riley","Graham","female","English","No","Yes"," physical","active","1975-12-04 00:00:00"
"115","Lily","Fortin","female","Chinese","No","No"," physical","active","1947-06-10 00:00:00"
"116","Zoey","Cote","female","English","Yes","No"," physical","active","1989-07-30 00:00:00"
"117","Jacob","Murray","male","English","Yes","Yes"," physical","active","1954-04-20 00:00:00"
"118","Avery","Rogen","female","English","No","Yes"," physical","active","1997-07-20 00:00:00"
"119","Luca","Gauthier","male","English","Yes","No"," physical","active","1988-09-21 00:00:00"
"120","James","Cote","male","French","Yes","No"," physical","active","1952-04-23 00:00:00"
"121","Mason","Lewis","male","English","No","Yes"," physical","active","1977-03-23 00:00:00"
"122","Mila","Rogen","female","French","Yes","No"," physical","active","1975-12-20 00:00:00"
"123","Charlotte","Morrison","female","English","Yes","Yes"," physical","active","1996-05-17 00:00:00"
"124","Oliver","Graham","male","English","No","Yes"," physical","active","2000-02-15 00:00:00"
"125","Ella","Lavoie","female","English","Yes","No","business","active","1976-01-13 00:00:00"
"126","Ellie","Bouchard","female","French","No","Yes"," physical","active","1949-02-02 00:00:00"
"127","Aria","Fortin","female","French","Yes","Yes"," physical","active","1965-05-30 00:00:00"
"128","Noah","Lapointe","male","French","Yes","Yes"," physical","active","1953-09-12 00:00:00"
"129","Aria","Girard","female","English","Yes","Yes"," physical","active","1945-05-25 00:00:00"
"130","Charlotte","Nadeau","female","Chinese","No","No"," physical","active","1976-03-17 00:00:00"
"131","Emma","MacDonald","female","English","No","No"," physical","active","1995-09-28 00:00:00"
"132","Charlie","Gagnon","female","French","No","No"," physical","inactive","1976-05-22 00:00:00"
"133","Levi","Belanger","male","English","No","No","business","active","1991-04-29 00:00:00"
"134","Charlie","Harris","female","English","Yes","No"," physical","active","1992-07-13 00:00:00"
"135","Hannah","Graham","female","English","Yes","Yes"," physical","active","1962-01-07 00:00:00"
"136","Nora","Anderson","female","French","Yes","No"," physical","active","1986-12-03 00:00:00"
"137","Logan","Murray","male","English","No","No"," physical","active","1964-12-17 00:00:00"
"138","Everly","Grant","female","English","Yes","Yes"," physical","active","1961-07-08 00:00:00"
"139","Liam","Nguyen","male","English","No","No"," physical","active","1975-09-10 00:00:00"
"140","Ava","Pelletier","female","English","No","No"," physical","inactive","1979-03-04 00:00:00"
"141","Nathan","Ouellet","male","English","No","Yes"," physical","active","1944-10-06 00:00:00"
"142","Ethan","Richard","male","English","Yes","Yes"," physical","active","1972-02-25 00:00:00"
"143","Liam","King","male","French","Yes","Yes"," physical","active","1946-03-25 00:00:00"
"144","Mason","Jackson","male","English","No","No"," physical","active","1961-08-14 00:00:00"
"145","Owen","Evans","male","English","Yes","Yes"," physical","active","1960-01-15 00:00:00"
"146","James","Patel","male","English","No","Yes"," physical","active","1965-01-02 00:00:00"
"147","Luca","Nguyen","male","English","Yes","No"," physical","active","1986-04-16 00:00:00"
"148","Henry","Hall","male","French","No","No"," physical","active","1997-04-01 00:00:00"
"149","Lucas","Robinson","male","French","No","No"," physical","active","1999-08-15 00:00:00"
"150","Lily","Murphy","female","English","Yes","No"," physical","active","1981-06-05 00:00:00"
"151","Oliver","Lewis","male","English","Yes","No"," physical","active","1979-03-03 00:00:00"
"152","Charlie","Evans","female","English","No","Yes"," physical","active","1976-01-24 00:00:00"
"153","Emma","Harris","female","English","Yes","No"," physical","active","1967-01-23 00:00:00"
"154","Oliver","Leblanc","male","English","No","No"," physical","active","1960-05-07 00:00:00"
"155","Olivia","Belanger","female","English","Yes","No"," physical","active","1949-04-15 00:00:00"
"156","Benjamin","Lavoie","male","English","No","Yes"," physical","active","1982-10-18 00:00:00"
"157","James","Martin","male","English","No","No"," physical","active","1945-10-01 00:00:00"
"158","Charlotte","Lapointe","female","English","Yes","Yes"," physical","active","1948-01-17 00:00:00"
"159","Liam","Morin","male","English","Yes","Yes"," physical","active","1995-09-07 00:00:00"
"160","Lucas","Gill","male","English","Yes","No"," physical","active","1950-02-25 00:00:00"
"161","Amelia","Martin","female","French","No","Yes"," physical","active","1996-07-29 00:00:00"
"162","Logan","Bouchard","male","French","Yes","Yes"," physical","active","1984-10-19 00:00:00"
"163","Henry","Nadeau","male","French","Yes","Yes","business","active","1951-02-12 00:00:00"
"164","Ava","Fortin","female","French","Yes","No"," physical","active","1996-03-02 00:00:00"
"165","Sophia","Graham","female","French","No","No"," physical","inactive","1990-12-26 00:00:00"
"166","Levi","Chen","male","English","Yes","No"," physical","active","1996-04-16 00:00:00"
"167","Leah","Bouchard","female","English","No","Yes"," physical","inactive","1980-08-08 00:00:00"
"168","Logan","Leblanc","male","English","No","No"," physical","active","1977-10-25 00:00:00"
"169","Everly","Robinson","female","English","Yes","Yes"," physical","active","1982-06-19 00:00:00"
"170","Scarlett","Richard","female","English","Yes","No"," physical","active","1992-06-26 00:00:00"
"171","Zoey","Patel","female","English","Yes","No"," physical","active","1976-04-18 00:00:00"
"172","Benjamin","Leblanc","male","English","Yes","No"," physical","active","1973-03-11 00:00:00"
"173","Nora","Lavoie","female","English","No","Yes"," physical","active","1976-05-12 00:00:00"
"174","Liam","Harris","male","English","Yes","Yes"," physical","active","1964-12-09 00:00:00"
"175","Avery","Girard","female","French","Yes","No"," physical","active","1964-07-25 00:00:00"
"176","Liam","Johnston","male","English","No","No"," physical","active","1941-10-21 00:00:00"
"177","Jacob","Evans","male","English","No","No"," physical","active","1979-12-10 00:00:00"
"178","Olivia","Reynolds","female","English","Yes","Yes"," physical","active","1948-03-26 00:00:00"
"179","Levi","Cameron","male","French","Yes","No"," physical","inactive","1997-09-08 00:00:00"
"180","Hannah","Johnston","female","English","No","No"," physical","active","1984-11-19 00:00:00"
"181","Avery","Kennedy","female","English","Yes","Yes"," physical","active","1972-01-01 00:00:00"
"182","Oliver","Campbell","male","French","Yes","No"," physical","active","1955-08-13 00:00:00"
"183","Leah","Beaulieu","female","English","Yes","Yes"," physical","active","1968-04-08 00:00:00"
"184","Noah","Anderson","male","English","Yes","No"," physical","active","1975-11-12 00:00:00"
"185","Ava","Belanger","female","French","No","Yes"," physical","active","1977-11-30 00:00:00"
"186","Nora","Morrison","female","English","No","No"," physical","active","1952-05-23 00:00:00"
"187","Levi","Rogen","male","English","Yes","No","business","inactive","1960-11-01 00:00:00"
"188","Ava","Belanger","female","English","No","No"," physical","active","1995-03-14 00:00:00"
"189","Ella","MacDonald","female","Chinese","No","Yes"," physical","active","1943-08-17 00:00:00"
"190","Amelia","Leblanc","female","French","Yes","Yes"," physical","active","1944-04-21 00:00:00"
"191","Amelia","Michaud","female","French","Yes","No"," physical","active","1983-10-20 00:00:00"
"192","Elliot","Reynolds","male","English","No","Yes"," physical","active","1979-01-07 00:00:00"
"193","Logan","Murray","male","English","Yes","No"," physical","active","1959-05-19 00:00:00"
"194","Alexander","Martin","male","English","Yes","Yes"," physical","active","1995-05-01 00:00:00"
"195","Mia","Hall","female","English","No","Yes"," physical","active","1960-08-20 00:00:00"
"196","Chloe","Harris","female","English","Yes","No"," physical","active","1941-12-14 00:00:00"
"197","Ava","Lavoie","female","English","No","Yes","business","active","1978-01-17 00:00:00"
"198","Henry","Nadeau","male","English","Yes","Yes"," physical","active","1970-07-16 00:00:00"
"199","Benjamin","Gauthier","male","French","Yes","Yes"," physical","active","1989-10-12 00:00:00"
"200","Emma","Anderson","female","French","No","No"," physical","active","1954-02-23 00:00:00"
"201","Mason","MacDonald","male","English","No","Yes","business","active","1965-10-25 00:00:00"
"202","Charlotte","Evans","female","French","Yes","Yes"," physical","active","1996-05-28 00:00:00"
"203","Aria","Johnston","female","Chinese","Yes","No"," physical","active","1950-01-30 00:00:00"
"204","Levi","Reynolds","male","English","No","No"," physical","active","1980-09-14 00:00:00"
"205","Ellie","Cote","female","English","No","No"," physical","active","1961-01-29 00:00:00"
"206","Zoey","MacDonald","female","French","Yes","No","business","inactive","1941-02-26 00:00:00"
"207","Alexander","Belanger","male","French","No","Yes"," physical","active","1946-11-22 00:00:00"
"208","Isla","Martin","female","English","Yes","Yes"," physical","active","1987-09-07 00:00:00"
"209","Abigail","Morrison","female","English","Yes","Yes"," physical","active","1946-07-01 00:00:00"
"210","William","Jackson","male","English","No","No"," physical","active","1975-10-20 00:00:00"
"211","Ethan","Cameron","male","English","No","No","business","active","1965-12-27 00:00:00"
"212","Everly","Fortin","female","English","No","Yes"," physical","inactive","1949-06-04 00:00:00"
"213","Hannah","Lin","female","English","Yes","No"," physical","active","1949-09-29 00:00:00"
"214","Leah","Lewis","female","English","Yes","Yes","business","active","1960-02-27 00:00:00"
"215","Isabella","Martin","female","English","No","No"," physical","active","1967-09-03 00:00:00"
"216","Avery","Grant","female","English","Yes","No"," physical","active","1942-03-03 00:00:00"
"217","Luca","Lavoie","male","English","No","Yes"," physical","active","1973-07-18 00:00:00"
"218","William","Girard","male","English","Yes","Yes"," physical","active","1942-11-27 00:00:00"
"219","Elliot","Landry","male","English","No","Yes"," physical","inactive","1993-04-25 00:00:00"
"220","William","Beaulieu","male","English","No","No"," physical","active","1995-04-23 00:00:00"
"221","Logan","Johnston","male","English","Yes","Yes"," physical","active","1942-06-06 00:00:00"
"222","Jackson","Lapointe","male","French","Yes","Yes"," physical","active","1979-06-13 00:00:00"
"223","Mila","Harris","female","English","Yes","Yes"," physical","active","1974-01-09 00:00:00"
"224","Mason","Lewis","male","English","Yes","No"," physical","active","1969-04-03 00:00:00"
"225","Riley","Morin","female","English","No","Yes"," physical","active","1969-11-17 00:00:00"
"226","Everly","Bouchard","female","French","Yes","Yes"," physical","active","1965-02-04 00:00:00"
"227","Alexander","Mitchell","male","English","Yes","No"," physical","active","1953-10-13 00:00:00"
"228","Luca","Mitchell","male","English","No","Yes"," physical","active","1942-06-26 00:00:00"
"229","Jacob","Levesque","male","English","No","Yes"," physical","active","1970-11-03 00:00:00"
"230","Charlotte","Davis","female","French","Yes","No"," physical","inactive","1983-06-19 00:00:00"
"231","Charlie","Davis","female","English","Yes","No"," physical","active","1976-03-17 00:00:00"
"232","Jackson","Khan","male","English","Yes","No"," physical","active","1973-06-20 00:00:00"
"233","Jacob","Martin","male","English","Yes","No"," physical","active","1999-11-24 00:00:00"
"234","Leah","Campbell","female","English","No","Yes"," physical","active","1953-01-31 00:00:00"
"235","Miles","Campbell","male","English","Yes","No"," physical","active","1957-07-24 00:00:00"
"236","Henry","Kennedy","male","English","No","No"," physical","active","1996-04-24 00:00:00"
"237","Nora","Bouchard","female","English","Yes","Yes"," physical","active","1984-10-05 00:00:00"
"238","Ellie","Levesque","female","English","Yes","No"," physical","active","1967-03-01 00:00:00"
"239","Lily","Campbell","female","French","No","No"," physical","active","1968-02-07 00:00:00"
"240","Amelia","Gagnon","female","English","No","Yes"," physical","active","1942-03-16 00:00:00"
"241","Ava","Martin","female","French","No","No"," physical","active","1979-03-08 00:00:00"
"242","Ethan","Anderson","male","English","Yes","No"," physical","active","1966-03-28 00:00:00"
"243","Isabella","Martin","female","French","No","Yes"," physical","active","1986-12-16 00:00:00"
"244","Everly","Jackson","female","English","No","Yes","business","inactive","1966-12-18 00:00:00"
"245","Grayson","Richard","male","English","No","No"," physical","active","1953-03-18 00:00:00"
"246","Charlotte","Gauthier","female","English","No","No"," physical","active","1968-06-08 00:00:00"
"247","Grayson","Peters","male","French","Yes","No","business","active","1946-05-05 00:00:00"
"248","Mason","Belanger","male","English","Yes","No"," physical","active","1974-04-12 00:00:00"
"249","Zoey","Graham","female","English","Yes","No"," physical","active","1968-07-12 00:00:00"
"250","Mason","MacDonald","male","English","No","Yes"," physical","active","1979-04-25 00:00:00"
"251","Avery","Johnston","female","English","Yes","No","business","active","1946-04-29 00:00:00"
"252","Luca","Gagnon","male","French","Yes","No"," physical","active","1943-09-25 00:00:00"
"253","Levi","Gauthier","male","English","Yes","Yes"," physical","active","1990-11-28 00:00:00"
"254","Liam","Mitchell","male","English","Yes","No"," physical","active","1992-11-26 00:00:00"
"255","Jack","Robinson","male","English","Yes","No"," physical","active","1971-07-31 00:00:00"
"256","Ava","Morrison","female","English","No","Yes","business","inactive","1986-04-05 00:00:00"
"257","Levi","Martin","male","English","Yes","Yes"," physical","inactive","1997-03-15 00:00:00"
"258","Levi","Nadeau","male","English","Yes","No"," physical","active","1940-07-23 00:00:00"
"259","Charlotte","Lin","female","English","Yes","No"," physical","active","1949-04-25 00:00:00"
"260","Hannah","Chen","female","English","No","Yes"," physical","active","1985-12-15 00:00:00"
"261","Henry","Cameron","male","English","Yes","No"," physical","active","1940-07-16 00:00:00"
"262","Liam","Leblanc","male","English","No","No"," physical","active","1966-02-07 00:00:00"
"263","Alexander","Rogen","male","English","Yes","No"," physical","active","1953-05-18 00:00:00"
"264","Jacob","Nadeau","male","English","No","No","business","active","1996-11-17 00:00:00"
"265","Theodore","Jackson","male","English","No","Yes"," physical","active","1958-06-11 00:00:00"
"266","Mia","Lapointe","female","English","Yes","No"," physical","active","1993-06-06 00:00:00"
"267","Ethan","Richard","male","English","Yes","Yes"," physical","active","1960-05-14 00:00:00"
"268","Alexander","Hall","male","French","Yes","Yes","business","active","1965-08-02 00:00:00"
"269","Mila","Khan","female","French","Yes","No"," physical","active","1945-07-16 00:00:00"
"270","Logan","Morrison","male","English","No","Yes","business","active","1991-12-30 00:00:00"
"271","Charlie","Lavoie","female","English","Yes","No"," physical","active","1968-11-08 00:00:00"
"272","Ethan","Gauthier","male","English","Yes","Yes"," physical","active","1947-12-12 00:00:00"
"273","Jacob","Peters","male","English","No","No"," physical","active","1952-09-29 00:00:00"
"274","Charlotte","Murphy","female","English","Yes","No"," physical","active","1951-10-14 00:00:00"
"275","Zoey","Johnson","female","English","Yes","No"," physical","active","1992-02-19 00:00:00"
"276","Hannah","Mitchell","female","English","No","No"," physical","active","1944-10-20 00:00:00"
"277","Mila","Anderson","female","English","Yes","Yes"," physical","active","1969-04-20 00:00:00"
"278","Riley","Cameron","female","English","No","No"," physical","active","1942-03-17 00:00:00"
"279","Benjamin","Mitchell","male","English","No","No"," physical","inactive","1947-12-24 00:00:00"
"280","Theodore","Johnston","male","French","Yes","No","business","inactive","1983-06-10 00:00:00"
"281","Ellie","Lapointe","female","English","Yes","Yes","business","active","1969-04-29 00:00:00"
"282","Ethan","Johnston","male","French","Yes","No"," physical","active","1954-11-08 00:00:00"
"283","Leah","Pelletier","female","English","No","No"," physical","active","1964-09-08 00:00:00"
"284","Jack","Lin","male","English","Yes","No"," physical","active","1991-04-30 00:00:00"
"285","Benjamin","Fortin","male","English","No","Yes"," physical","active","1967-11-26 00:00:00"
"286","Liam","Girard","male","French","No","Yes"," physical","active","1970-10-14 00:00:00"
"287","Mia","Rogen","female","English","Yes","Yes"," physical","active","1988-07-06 00:00:00"
"288","Mateo","Nadeau","male","English","No","No","business","active","1971-02-17 00:00:00"
"289","Oliver","Martin","male","French","No","No","business","active","1985-06-07 00:00:00"
"290","Nora","Nguyen","female","English","No","No"," physical","active","1975-07-25 00:00:00"
"291","Ella","Michaud","female","Chinese","No","Yes"," physical","active","1998-01-19 00:00:00"
"292","Grayson","Pelletier","male","English","No","No"," physical","active","1962-06-14 00:00:00"
"293","James","Nadeau","male","Chinese","Yes","No"," physical","active","1943-01-09 00:00:00"
"294","Liam","Nguyen","male","English","No","Yes"," physical","active","1950-09-24 00:00:00"
"295","Scarlett","Murray","female","English","No","Yes"," physical","active","1950-11-03 00:00:00"
"296","Nora","Gill","female","English","No","Yes"," physical","inactive","1958-10-21 00:00:00"
"297","Chloe","Martin","female","English","No","No"," physical","active","1985-07-19 00:00:00"
"298","Oliver","Belanger","male","French","No","No"," physical","active","1968-04-23 00:00:00"
"299","Elliot","Leblanc","male","English","No","Yes"," physical","active","1974-12-11 00:00:00"
"300","Owen","Johnson","male","French","No","Yes"," physical","active","1940-11-30 00:00:00"
"301","Mila","Bouchard","female","French","Yes","Yes","business","active","1944-04-30 00:00:00"
"302","Scarlett","Hall","female","English","No","No"," physical","active","1969-12-10 00:00:00"
"303","Jacob","Anderson","male","English","Yes","No"," physical","active","2000-06-25 00:00:00"
"304","Miles","Mitchell","male","English","No","Yes"," physical","active","1949-06-05 00:00:00"
"305","Isabella","Richard","female","French","No","No"," physical","active","1980-11-19 00:00:00"
"306","Abigail","Levesque","female","English","No","Yes"," physical","active","1972-08-20 00:00:00"
"307","Sophia","Chen","female","Chinese","Yes","Yes"," physical","active","1944-08-15 00:00:00"
"308","Oliver","Robinson","male","English","No","Yes"," physical","active","1958-02-13 00:00:00"
"309","Abigail","Girard","female","English","No","Yes"," physical","active","1978-07-26 00:00:00"
"310","Theodore","Patel","male","English","Yes","Yes"," physical","active","1986-09-23 00:00:00"
"311","Ellie","Gagnon","female","French","No","No","business","active","1973-02-01 00:00:00"
"312","Chloe","Mitchell","female","English","No","No"," physical","inactive","1993-04-12 00:00:00"
"313","Ava","Kennedy","female","English","No","No"," physical","active","1979-11-04 00:00:00"
"314","Hannah","Johnson","female","French","No","Yes"," physical","active","1952-07-06 00:00:00"
"315","Liam","Harris","male","English","Yes","No"," physical","active","1950-03-16 00:00:00"
"316","Amelia","Grant","female","French","No","No"," physical","inactive","1967-04-19 00:00:00"
"317","Liam","Cameron","male","English","Yes","Yes"," physical","active","2000-12-22 00:00:00"
"318","Elliot","Pelletier","male","English","Yes","Yes"," physical","active","1973-10-02 00:00:00"
"319","Emma","Reynolds","female","English","Yes","Yes","business","active","1997-07-29 00:00:00"
"320","Liam","Lapointe","male","English","Yes","No"," physical","active","1948-04-05 00:00:00"
"321","Scarlett","Robinson","female","English","Yes","No"," physical","inactive","1966-01-29 00:00:00"
"322","Isabella","Murray","female","French","No","No"," physical","active","1996-05-21 00:00:00"
"323","Mason","Bouchard","male","English","No","Yes"," physical","active","1996-05-09 00:00:00"
"324","Nora","Khan","female","English","Yes","No","business","active","1972-03-26 00:00:00"
"325","Jack","Cameron","male","English","Yes","No"," physical","active","1997-11-25 00:00:00"
"326","Henry","Johnston","male","English","No","Yes"," physical","active","1998-11-27 00:00:00"
"327","Nora","Cote","female","French","Yes","No"," physical","inactive","1973-07-07 00:00:00"
